Item Number,Commodity Type,Agile Commodity Code,Component Supplier Name,Volume YTD, Spend YTD , Savings YTD , Price YTD 
T3000A*4945789,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4945791,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4945793,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4945795,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4945797,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4945799,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4945801,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4945803,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4945805,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4945807,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4945809,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4945811,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4945813,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4945815,CTO,CTO,Sanmina Corporation.,1," $1,508.68 ", $-   ," $1,508.68 "
T3000A*4945817,CTO,CTO,Sanmina Corporation.,1," $1,508.68 ", $-   ," $1,508.68 "
T3000A*4971041,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4971043,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4971045,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4971047,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4971049,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4971051,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4971053,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4971055,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4971057,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4971059,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4971061,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4971063,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4971065,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4971067,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4971069,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4971071,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*4986841,CTO,CTO,Sanmina Corporation.,1," $1,399.45 ", $-   ," $1,399.45 "
T3000A*4986843,CTO,CTO,Sanmina Corporation.,1," $1,399.45 ", $-   ," $1,399.45 "
T3000A*4986845,CTO,CTO,Sanmina Corporation.,1," $1,399.45 ", $-   ," $1,399.45 "
T3000A*4986847,CTO,CTO,Sanmina Corporation.,1," $1,399.45 ", $-   ," $1,399.45 "
T3000A*4986849,CTO,CTO,Sanmina Corporation.,1," $1,399.45 ", $-   ," $1,399.45 "
T3000A*4986851,CTO,CTO,Sanmina Corporation.,1," $1,399.45 ", $-   ," $1,399.45 "
T3000A*4986853,CTO,CTO,Sanmina Corporation.,1," $1,399.45 ", $-   ," $1,399.45 "
T3000A*4986855,CTO,CTO,Sanmina Corporation.,1," $1,399.45 ", $-   ," $1,399.45 "
T3000A*4986857,CTO,CTO,Sanmina Corporation.,1," $1,399.45 ", $-   ," $1,399.45 "
T3000A*4986859,CTO,CTO,Sanmina Corporation.,1," $1,399.45 ", $-   ," $1,399.45 "
T3000A*4986861,CTO,CTO,Sanmina Corporation.,1," $1,399.45 ", $-   ," $1,399.45 "
T3000A*4986887,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4986889,CTO,CTO,Sanmina Corporation.,1," $1,399.45 ", $-   ," $1,399.45 "
T3000A*4986891,CTO,CTO,Sanmina Corporation.,1," $1,399.45 ", $-   ," $1,399.45 "
T3000A*4986893,CTO,CTO,Sanmina Corporation.,1," $1,399.45 ", $-   ," $1,399.45 "
T3000A*4986895,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4986897,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4986899,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4986901,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4986903,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4986905,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4986907,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4986909,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4986911,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4986913,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4986915,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4986917,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4986919,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4986921,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4986923,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4986925,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4986927,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4986929,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4986931,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4986933,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4986935,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4986937,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4986939,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4986941,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4986943,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4986945,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4987015,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4987017,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4987019,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4987021,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4987023,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4987025,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4987027,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4987029,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*4987031,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*5003545,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5003547,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5003549,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5003551,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5003553,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5003555,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5003557,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5003559,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5003561,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5003563,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5003565,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5003567,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5003569,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5003571,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5003573,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5015039,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5015041,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5015043,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5015045,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5015047,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5015049,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5030106,CTO,CTO,Sanmina Corporation.,1," $1,443.21 ", $-   ," $1,443.21 "
T3000A*5030108,CTO,CTO,Sanmina Corporation.,1," $1,443.21 ", $-   ," $1,443.21 "
T3000A*5030110,CTO,CTO,Sanmina Corporation.,1," $1,443.21 ", $-   ," $1,443.21 "
T3000A*5104926,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*5134899,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5134907,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*5134909,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5134911,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5134913,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5134915,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5134917,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5134919,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5134921,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5134923,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5134925,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5134927,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5134929,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5134931,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5134933,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5134935,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5156779,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5156783,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5156785,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5157777,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5162977,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5162979,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5162981,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5162983,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5174781,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5174783,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5174785,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5174787,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5174789,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5174791,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5174793,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5174795,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5174797,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5174799,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5174801,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5174803,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5174805,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5174807,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5174809,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5174811,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5174813,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5174815,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5174817,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5236777,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*5236779,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*5236781,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*5236783,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*5295777,CTO,CTO,Sanmina Corporation.,1," $1,994.54 ", $-   ," $1,994.54 "
T3000A*5301777,CTO,CTO,Sanmina Corporation.,1," $2,713.85 ", $-   ," $2,713.85 "
T3000A*5319777,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5319779,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5319781,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5319783,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5319785,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5319787,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5426777,CTO,CTO,Sanmina Corporation.,1," $1,486.89 ", $-   ," $1,486.89 "
T3000A*5426779,CTO,CTO,Sanmina Corporation.,1," $1,486.89 ", $-   ," $1,486.89 "
T3000A*5426781,CTO,CTO,Sanmina Corporation.,1," $1,486.89 ", $-   ," $1,486.89 "
T3000A*5426783,CTO,CTO,Sanmina Corporation.,1," $1,486.89 ", $-   ," $1,486.89 "
T3000A*5426785,CTO,CTO,Sanmina Corporation.,1," $1,486.89 ", $-   ," $1,486.89 "
T3000A*5426787,CTO,CTO,Sanmina Corporation.,1," $1,486.89 ", $-   ," $1,486.89 "
T3000A*5434823,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*5435011,CTO,CTO,Sanmina Corporation.,1," $1,413.14 ", $-   ," $1,413.14 "
T3000A*5449819,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*5465427,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5465429,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5465431,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5465433,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5465435,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5465437,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5465439,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5499809,CTO,CTO,Sanmina Corporation.,1," $2,681.59 ", $-   ," $2,681.59 "
T3000A*5499811,CTO,CTO,Sanmina Corporation.,1," $2,682.84 ", $-   ," $2,682.84 "
T3000A*5505779,CTO,CTO,Sanmina Corporation.,1," $1,557.51 ", $-   ," $1,557.51 "
T3000A*5505781,CTO,CTO,Sanmina Corporation.,1," $1,557.51 ", $-   ," $1,557.51 "
T3000A*5505783,CTO,CTO,Sanmina Corporation.,1," $1,557.51 ", $-   ," $1,557.51 "
T3000A*5505785,CTO,CTO,Sanmina Corporation.,1," $1,557.51 ", $-   ," $1,557.51 "
T3000A*5505787,CTO,CTO,Sanmina Corporation.,1," $1,557.51 ", $-   ," $1,557.51 "
T3000A*5505789,CTO,CTO,Sanmina Corporation.,1," $1,557.51 ", $-   ," $1,557.51 "
T3000A*5505791,CTO,CTO,Sanmina Corporation.,1," $1,557.51 ", $-   ," $1,557.51 "
T3000A*5505793,CTO,CTO,Sanmina Corporation.,1," $1,557.51 ", $-   ," $1,557.51 "
T3000A*5505795,CTO,CTO,Sanmina Corporation.,1," $1,557.51 ", $-   ," $1,557.51 "
T3000A*5505797,CTO,CTO,Sanmina Corporation.,1," $1,557.51 ", $-   ," $1,557.51 "
T3000A*5509777,CTO,CTO,Sanmina Corporation.,1," $1,557.51 ", $-   ," $1,557.51 "
T3000A*5509779,CTO,CTO,Sanmina Corporation.,1," $1,557.51 ", $-   ," $1,557.51 "
T3000A*5509781,CTO,CTO,Sanmina Corporation.,1," $1,557.51 ", $-   ," $1,557.51 "
T3000A*5509783,CTO,CTO,Sanmina Corporation.,1," $1,557.51 ", $-   ," $1,557.51 "
T3000A*5509785,CTO,CTO,Sanmina Corporation.,1," $1,557.51 ", $-   ," $1,557.51 "
T3000A*5515779,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5515781,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5515783,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5547777,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5612837,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5612839,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5620825,CTO,CTO,Sanmina Corporation.,1," $2,618.30 ", $-   ," $2,618.30 "
T3000A*5620827,CTO,CTO,Sanmina Corporation.,1," $1,487.68 ", $-   ," $1,487.68 "
T3000A*5620829,CTO,CTO,Sanmina Corporation.,1," $1,487.68 ", $-   ," $1,487.68 "
T3000A*5709841,CTO,CTO,Sanmina Corporation.,1," $1,399.02 ", $-   ," $1,399.02 "
T3000A*5710166,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5710168,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5710170,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5710172,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5710174,CTO,CTO,Sanmina Corporation.,1," $1,378.02 ", $-   ," $1,378.02 "
T3000A*5716414,CTO,CTO,Sanmina Corporation.,1," $1,738.53 ", $-   ," $1,738.53 "
T3000A*5716416,CTO,CTO,Sanmina Corporation.,1," $1,738.53 ", $-   ," $1,738.53 "
T3000A*5716418,CTO,CTO,Sanmina Corporation.,1," $1,738.53 ", $-   ," $1,738.53 "
T3000A*5716420,CTO,CTO,Sanmina Corporation.,1," $1,738.53 ", $-   ," $1,738.53 "
T3000A*5716422,CTO,CTO,Sanmina Corporation.,1," $1,738.53 ", $-   ," $1,738.53 "
T3000A*5716424,CTO,CTO,Sanmina Corporation.,1," $1,738.53 ", $-   ," $1,738.53 "
T3000A*5716426,CTO,CTO,Sanmina Corporation.,1," $1,738.53 ", $-   ," $1,738.53 "
T3000A*5716428,CTO,CTO,Sanmina Corporation.,1," $1,738.53 ", $-   ," $1,738.53 "
T3000A*5716430,CTO,CTO,Sanmina Corporation.,1," $1,738.53 ", $-   ," $1,738.53 "
T3000A*5716432,CTO,CTO,Sanmina Corporation.,1," $1,738.53 ", $-   ," $1,738.53 "
T3000A*5716434,CTO,CTO,Sanmina Corporation.,1," $1,738.53 ", $-   ," $1,738.53 "
T3000A*5716436,CTO,CTO,Sanmina Corporation.,1," $1,738.53 ", $-   ," $1,738.53 "
T3000A*5716438,CTO,CTO,Sanmina Corporation.,1," $1,738.53 ", $-   ," $1,738.53 "
T3000A*5716440,CTO,CTO,Sanmina Corporation.,1," $1,738.53 ", $-   ," $1,738.53 "
T3000A*5716442,CTO,CTO,Sanmina Corporation.,1," $1,738.53 ", $-   ," $1,738.53 "
T3000A*5716444,CTO,CTO,Sanmina Corporation.,1," $1,738.53 ", $-   ," $1,738.53 "
T3000A*5716446,CTO,CTO,Sanmina Corporation.,1," $1,738.53 ", $-   ," $1,738.53 "
T3000A*5716448,CTO,CTO,Sanmina Corporation.,1," $1,738.53 ", $-   ," $1,738.53 "
T3000A*5716450,CTO,CTO,Sanmina Corporation.,1," $1,738.53 ", $-   ," $1,738.53 "
T3000A*5716452,CTO,CTO,Sanmina Corporation.,1," $1,738.53 ", $-   ," $1,738.53 "
T3000A*5716454,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*5716456,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*5716458,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*5716460,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*5716462,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*5716464,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*5716466,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*5722817,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*5722819,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*5722821,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*5722823,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*5722825,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*5722827,CTO,CTO,Sanmina Corporation.,1," $1,616.83 ", $-   ," $1,616.83 "
T3000A*5722953,CTO,CTO,Sanmina Corporation.,1," $1,520.72 ", $-   ," $1,520.72 "
T3000A*5722955,CTO,CTO,Sanmina Corporation.,1," $1,520.72 ", $-   ," $1,520.72 "
T3000A*5722957,CTO,CTO,Sanmina Corporation.,1," $1,520.72 ", $-   ," $1,520.72 "
T3000A*5722959,CTO,CTO,Sanmina Corporation.,1," $1,520.72 ", $-   ," $1,520.72 "
T3000A*5768151,CTO,CTO,Sanmina Corporation.,1," $1,520.72 ", $-   ," $1,520.72 "
T3000A*5768153,CTO,CTO,Sanmina Corporation.,1," $1,520.72 ", $-   ," $1,520.72 "
T3000A*5768155,CTO,CTO,Sanmina Corporation.,1," $1,520.72 ", $-   ," $1,520.72 "
T3000A*5768157,CTO,CTO,Sanmina Corporation.,1," $1,520.72 ", $-   ," $1,520.72 "
T3000A*5768159,CTO,CTO,Sanmina Corporation.,1," $1,520.72 ", $-   ," $1,520.72 "
T3000A*5768161,CTO,CTO,Sanmina Corporation.,1," $1,520.72 ", $-   ," $1,520.72 "
T3000A*5768163,CTO,CTO,Sanmina Corporation.,1," $1,520.72 ", $-   ," $1,520.72 "
T3000A*5768165,CTO,CTO,Sanmina Corporation.,1," $1,520.72 ", $-   ," $1,520.72 "
T3000A*5787291,CTO,CTO,Sanmina Corporation.,1," $1,499.72 ", $-   ," $1,499.72 "
T3000A*5796969,CTO,CTO,Sanmina Corporation.,1," $1,585.91 ", $-   ," $1,585.91 "
T3000A*5796971,CTO,CTO,Sanmina Corporation.,1," $1,585.91 ", $-   ," $1,585.91 "
T3000A*5796973,CTO,CTO,Sanmina Corporation.,1," $1,585.91 ", $-   ," $1,585.91 "
T3000A*5796975,CTO,CTO,Sanmina Corporation.,1," $1,585.91 ", $-   ," $1,585.91 "
T3000A*5815821,CTO,CTO,Sanmina Corporation.,1," $1,738.53 ", $-   ," $1,738.53 "
T3000A*5815823,CTO,CTO,Sanmina Corporation.,1," $1,738.53 ", $-   ," $1,738.53 "
T3000A*5815825,CTO,CTO,Sanmina Corporation.,1," $1,738.53 ", $-   ," $1,738.53 "
T3000A*5815827,CTO,CTO,Sanmina Corporation.,1," $1,738.53 ", $-   ," $1,738.53 "
